יום מכירה,כתובת,גוש חלקה - תת חלקה,סוג נכס,חדרים,קומה,"מ""ר",סכום,מגמת שינוי
23.01.2022,שניאור זלמן 14,7282-82-21,דירה בבית קומות,4.0,שישית,79.2,"1,126,667",
23.01.2022,קרון אהרון 12,3925-283-4,דירה בבית קומות,4.0,שניה,98.8,"2,050,000",64% ב 9.4 שנים
23.01.2022,אנילביץ 12,7282-150-22,דירה בבית קומות,4.0,שניה,98.15,"1,750,000",
21.01.2022,ההתיישבות 5,6286-398-33,דירה בבית קומות,4.0,שניה,94.77,"1,800,000",41% ב 11.2 שנים
21.01.2022,פינשטיין יונה צבי 11,6288-109-29,דירה בבית קומות,4.0,שמינית,94.6,"1,975,000",
20.01.2022,התומר 4,3926-1313-1,דירה בבית קומות,4.0,ראשונה,91.76,"2,160,000",
19.01.2022,נורדאו 32,3936-58-3,דירה בבית קומות,4.0,ראשונה,63.06,"1,570,000",40% ב 7.1 שנים
19.01.2022,המעיין 3,3945-727-28,דירה בבית קומות,4.0,שביעית,96.43,"2,100,000",143% ב 15.5 שנים
19.01.2022,פופל מרדכי 16,3939-283-23,דירה בבית קומות,4.0,שישית,88.0,"1,690,000",
19.01.2022,משמר הירדן 18,3939-137-4,דירה בבית קומות,4.0,שניה,83.15,"1,800,000",
19.01.2022,דרובין יואל 31,3926-971-26,דירה בבית קומות,4.0,שלישית,83.87,"1,745,000",17% ב 5.9 שנים
19.01.2022,אילון 8,5387-78-6,דירה בבית קומות,4.0,שניה,71.7,"1,860,000",55% ב 10.7 שנים
18.01.2022,אבן חן 2,4746-32-120,דירה בבית קומות,4.0,שתים עשרה,110.0,"2,692,000",65% ב 11.8 שנים
18.01.2022,השריג 12,5039-38-53,דירה בבית קומות,4.0,ראשונה,83.65,"2,250,000",65% ב 8.8 שנים
18.01.2022,קרן היסוד 21,3928-561-18,דירה בבית קומות,4.0,חמישית,105.0,"3,120,000",9% ב 0.5 שנים
18.01.2022,כצנלסון 20,3945-229-2,דירה בבית קומות,4.0,ראשונה,84.23,"1,965,000",
17.01.2022,טביב 32,3930-124-7,דירה בבית קומות,4.0,רביעית,67.68,"1,590,000",15% ב 1.9 שנים
17.01.2022,ניר דוד 4,5388-43-12,דירה בבית קומות,4.0,ראשונה,86.0,"2,260,000",
17.01.2022,משה בן נחמן 21,4247-575-17,דירה בבית קומות,4.0,ראשונה,92.48,"2,900,000",53% ב 7 שנים
16.01.2022,הרב קוק 12,3932-154-7,דירה בבית קומות,4.0,רביעית,86.39,"1,680,000",31% ב 6.5 שנים
16.01.2022,שוחט מניה 8,3926-723-7,דירה בבית קומות,4.0,שלישית,71.09,"1,530,000",155% ב 14.1 שנים
16.01.2022,קפלנסקי 35,3926-656-11,דירה בבית קומות,4.0,רביעית,67.8,"1,845,000",17% ב 4.5 שנים
16.01.2022,אלירז שלמה 3,3930-131-490,דירה בבית קומות,4.0,שש עשרה,109.0,"2,700,000",
16.01.2022,יוחנן הסנדלר 8,3929-937-25,דירה בבית קומות,4.0,שביעית,76.7,"2,215,000",
16.01.2022,הגיתית 8,5183-78-45,דירה בבית קומות,4.0,חמישית,85.0,"2,290,000",24% ב 4 שנים
14.01.2022,פרנק צבי 52,3929-377-2,דירה בבית קומות,4.0,ראשונה,83.18,"1,600,000",
13.01.2022,הקוקיה 25,6287-311-22,דירה בבית קומות,4.0,שניה,104.0,"2,390,000",
13.01.2022,,3629-323-98,דירה בבית קומות,4.0,עשרים ושש,102.0,"2,847,000",
13.01.2022,טרכטנברג 13,3928-795-24,דירה בבית קומות,4.0,שישית,87.9,"1,830,000",17% ב 4 שנים
13.01.2022,"רש""י 45",3930-704-18,דירה בבית קומות,4.0,קרקע,109.0,"2,050,000",0% ב 0.4 שנים
12.01.2022,על כנפי נשרים 7,3939-300-8,דירה בבית קומות,4.0,שניה,88.29,"1,592,000",203% ב 14.2 שנים
12.01.2022,חיל האויר 3,2717-35-52,דירה בבית קומות,4.0,ארבע עשרה,98.85,"2,800,000",160% ב 14.5 שנים
12.01.2022,התומר 7,3926-58-4,דירה בבית קומות,4.0,שניה,77.95,"1,800,000",
11.01.2022,התזמורת 34,5182-26-11,דירה בבית קומות,4.0,שלישית,98.48,"2,700,000",62% ב 10.7 שנים
11.01.2022,הסחלב 6,5036-87-199,דירה בבית קומות,4.0,ראשונה,97.0,"2,290,000",
11.01.2022,הנופר 22,5036-118-18,דירה בבית קומות,4.0,שישית,76.1,"1,870,000",135% ב 14.2 שנים
10.01.2022,ירושלים 74,3930-324-3,דירה בבית קומות,4.0,ראשונה,88.6,"1,770,000",55% ב 8.5 שנים
10.01.2022,סולד 6,3928-281-14,דירה בבית קומות,4.0,חמישית,120.0,"2,050,000",
10.01.2022,דרור 52,3929-783-4,דירה בבית קומות,4.0,שניה,79.38,"1,720,000",18% ב 5 שנים
10.01.2022,פינשטיין יונה צבי 13,6288-108-100,דירה בבית קומות,4.0,שישית,88.22,"1,910,000",
09.01.2022,לנדאו 1,5037-48-20,דירה בבית קומות,4.0,חמישית,80.88,"1,950,000",
09.01.2022,הכובש 14,3929-254-3,דירה בבית קומות,4.0,שניה,75.83,"1,790,000",
09.01.2022,דוידזון 6,3939-311-25,דירה בבית קומות,4.0,שביעית,104.8,"1,750,000",
09.01.2022,קרל נטר 20,3928-709-15,דירה בבית קומות,4.0,רביעית,76.54,"1,666,000",
06.01.2022,"חב""ד 6",3929-1010-2,דירה בבית קומות,4.0,ראשונה,88.65,"1,750,000",
06.01.2022,הזמורה 9,5039-39-91,דירה בבית קומות,4.0,ראשונה,80.0,"2,180,000",2% ב 1.6 שנים
06.01.2022,מבצע יואב 4,5748-8-23,דירה בבית קומות,4.0,שישית,97.73,"2,550,000",
06.01.2022,,3629-323-90,דירה בבית קומות,4.0,חמש עשרה,100.0,"2,695,000",
05.01.2022,יהודה הלוי 24,3932-97-6,דירה בבית קומות,4.0,שלישית,75.87,"1,630,000",69% ב 8.1 שנים
05.01.2022,גיבשטיין יהושע 11,6288-111-30,דירה בבית קומות,4.0,רביעית,63.09,"1,500,000",36% ב 6 שנים
05.01.2022,העוגב 8,5182-10-1,דירת גן,4.0,קרקע,98.0,"3,025,000",
04.01.2022,הירמוך 13,3923-297-11,דירה בבית קומות,4.0,שניה,90.0,"1,830,000",26% ב 6.6 שנים
04.01.2022,חיל האויר 3,2717-35-23,דירה בבית קומות,4.0,שביעית,91.95,"2,525,000",48% ב 10.9 שנים
04.01.2022,ירושלים 24,3937-182-16,דירה בבית קומות,4.0,חמישית,86.95,"1,828,000",
03.01.2022,פנינה ומשה 6,3939-304-14,דירה בבית קומות,4.0,רביעית,86.04,"1,670,000",198% ב 14.6 שנים
03.01.2022,מזרחי משה 2,3930-371-12,דירה בבית קומות,4.0,שלישית,94.24,"1,810,000",37% ב 5.2 שנים
03.01.2022,נעמן 5,3928-580-11,דירה בבית קומות,4.0,רביעית,77.97,"1,945,000",47% ב 7.5 שנים
03.01.2022,חיל האויר 3,2717-35-55,דירה בבית קומות,4.0,חמש עשרה,95.05,"2,700,000",139% ב 14.5 שנים
03.01.2022,חיל הצנחנים 20,5037-29-15,דירה בבית קומות,4.0,שלישית,91.5,"2,060,000",58% ב 10.7 שנים
03.01.2022,גנות צבי 6,7373-60-23,דירה בבית קומות,4.0,שישית,128.0,"2,650,000",26% ב 3.5 שנים
03.01.2022,,3925-737-89,דירה בבית קומות,4.0,חמישית,125.0,"2,754,000",
02.01.2022,הגאון מוילנה 8,3929-1062-15,דירה בבית קומות,4.0,חמישית,82.23,"1,920,000",-12% ב 8.9 שנים
02.01.2022,יהודה לייב 20,3932-292-22,דירה בבית קומות,4.0,שלישית,76.09,"1,575,000",
30.12.2021,שיבת ציון 20,3937-44-12,דירה בבית קומות,4.0,שלישית,101.81,"1,935,000",75% ב 8.5 שנים
30.12.2021,פינשטיין יונה צבי 15,6288-108-56,דירה בבית קומות,4.0,ראשונה,88.22,"1,780,000",
29.12.2021,"צ""ג בנות 1",3929-682-2,דירה בבית קומות,4.0,ראשונה,85.92,"1,680,000",230% ב 14.6 שנים
29.12.2021,משמר הירדן 28,3939-342-8,דירה בבית קומות,4.0,שלישית,89.26,"1,770,000",114% ב 13.5 שנים
29.12.2021,הכובש 27,3929-529-3,דירה בבית קומות,4.0,ראשונה,80.68,"1,600,000",
29.12.2021,כצנלסון 19,3945-701-25,דירה בבית קומות,4.0,שביעית,98.27,"1,925,000",
29.12.2021,משמר הירדן 28,3939-342-8,דירה בבית קומות,4.0,שלישית,89.26,"1,770,000",114% ב 13.5 שנים
28.12.2021,הרב גורן 15,5116-94-49,דירה בבית קומות,4.0,שישית,80.88,"2,450,000",
28.12.2021,ויניק 19,3926-967-19,דירה בבית קומות,4.0,ראשונה,85.0,"2,570,000",-8% ב 2 שנים
27.12.2021,טרומפלדור 2,3928-137-20,דירה בבית קומות,4.0,חמישית,81.88,"1,850,000",71% ב 10.5 שנים
27.12.2021,דוידזון 12,3939-294-2,דירה בבית קומות,4.0,ראשונה,100.87,"1,650,000",183% ב 20.5 שנים
27.12.2021,נגבה 2,5387-75-4,דירה בבית קומות,4.0,ראשונה,109.0,"2,530,000",
27.12.2021,בית לחם 8,3930-110-12,דירה בבית קומות,4.0,רביעית,85.53,"1,700,000",47% ב 9.2 שנים
27.12.2021,אייזנבנד 7,3930-404-49,דירה בבית קומות,4.0,שישית,85.95,"1,690,000",71% ב 11.5 שנים
27.12.2021,,3629-323-101,דירה בבית קומות,4.0,ראשונה,108.0,"2,866,000",
27.12.2021,חיל הרגלים 31,5031-4-32,דירה בבית קומות,4.0,ראשונה,80.75,"1,820,000",58% ב 7.3 שנים
26.12.2021,דוידזון 6,3939-311-31,דירה בבית קומות,4.0,שמינית,104.4,"1,880,000",75% ב 8.7 שנים
26.12.2021,עין הקורא 7,3933-270-1,דירה בבית קומות,4.0,ראשונה,100.2,"1,780,000",7% ב 0.8 שנים
23.12.2021,האחים סולימן 16,3930-553-182,דירה בבית קומות,4.0,עשירית,86.3,"2,240,000",
23.12.2021,"פיק""א 23",3939-173-23,דירה בבית קומות,4.0,חמישית,108.0,"2,320,000",
23.12.2021,חיל הצנחנים 20,5037-29-81,דירה בבית קומות,4.0,שניה,91.0,"1,750,000",
22.12.2021,תנועות הנוער 7,3939-446-36,דירה בבית קומות,4.0,תשיעית,93.4,"2,200,000",111% ב 13.7 שנים
22.12.2021,הירשפלד 7,3926-701-7,דירה בבית קומות,4.0,שניה,90.0,"2,110,000",
22.12.2021,האחים סולימן 12,3930-553-31,דירה בבית קומות,4.0,שמינית,93.7,"2,370,000",16% ב 5 שנים
21.12.2021,הצופים 8,3939-438-30,דירה בבית קומות,4.0,שמינית,95.86,"2,200,000",201% ב 19.9 שנים
21.12.2021,הצופים 8,3939-438-30,דירה בבית קומות,4.0,שמינית,95.86,"2,200,000",201% ב 19.9 שנים
21.12.2021,מבצע נחשון 14,5384-54-14,דירה בבית קומות,4.0,שלישית,97.5,"2,370,000",75% ב 9.4 שנים
21.12.2021,"רש""י 31",3930-185-1,דירה בבית קומות,4.0,ראשונה,83.75,"1,520,000",
21.12.2021,החלמונית 20,5036-65-54,דירה בבית קומות,4.0,שלישית,73.0,"1,762,000",
20.12.2021,דליה 6,5387-28-1,דירה בבית קומות,4.0,קרקע,105.01,"3,975,000",92% ב 11.4 שנים
20.12.2021,הזורעים 2,5387-49-19,דירה בבית קומות,4.0,ראשונה,83.0,"2,050,000",45% ב 7.4 שנים
20.12.2021,חיל התותחנים 3,2704-55-394,דירה בבית קומות,4.0,שמונה עשרה,128.0,"3,100,000",18% ב 9.9 שנים
19.12.2021,שינקין 3,3928-244-2,דירה בבית קומות,4.0,ראשונה,81.25,"1,915,000",17% ב 2.6 שנים
19.12.2021,ברנשטיין 31,6287-219-7,דירה בבית קומות,4.0,שניה,106.2,"1,910,000",
19.12.2021,"תרמ""ב 21",3928-303-9,דירה בבית קומות,4.0,שלישית,107.82,"2,000,000",
19.12.2021,חיל התותחנים 24,2717-24-15,דירה בבית קומות,4.0,שלישית,100.6,"2,410,000",
16.12.2021,אברבנאל 37,3930-407-15,דירה בבית קומות,4.0,רביעית,102.92,"1,780,000",156% ב 13.9 שנים
16.12.2021,קפלנסקי 8,3926-714-10,דירה בבית קומות,4.0,שלישית,78.6,"1,690,000",34% ב 6.6 שנים
16.12.2021,הלוי יוסף 4,3929-1127-22,דירה בבית קומות,4.0,קרקע,103.0,"2,100,000",42% ב 6.2 שנים
16.12.2021,ברנדיס 16,3929-998-15,דירה בבית קומות,4.0,שביעית,84.0,"2,200,000",
15.12.2021,שרירא שמואל 17,6286-149-21,דירה בבית קומות,4.0,שניה,64.32,"2,050,000",-1% ב 0.8 שנים
15.12.2021,וייז סטפן 10,3929-491-4,דירה בבית קומות,4.0,שניה,91.04,"1,683,000",168% ב 20.7 שנים
15.12.2021,וולפסון 45,3926-1272-32,דירה בבית קומות,4.0,חמישית,106.81,"1,800,000",25% ב 6.1 שנים
15.12.2021,"ריב""ל 12",5114-36-66,דירה בבית קומות,4.0,חמישית,93.0,"2,385,000",49% ב 7.6 שנים
15.12.2021,דרובין יואל 29,3926-720-4,דירה בבית קומות,4.0,שניה,69.84,"1,600,000",2% ב 0.3 שנים
15.12.2021,"ריב""ל 12",5114-36-66,דירה בבית קומות,4.0,חמישית,93.0,"2,385,000",49% ב 7.6 שנים
14.12.2021,משה בן נחמן 8,4247-571-14,דירה בבית קומות,4.0,ראשונה,94.0,"2,270,000",
14.12.2021,האורגן 9,5182-6-3,דירה בבית קומות,4.0,ראשונה,94.5,"2,370,000",59% ב 8.9 שנים
14.12.2021,שוחט מניה 11,3926-705-20,דירה בבית קומות,4.0,ראשונה,82.0,"1,860,000",
14.12.2021,"רש""י 14",3930-170-5,דירה בבית קומות,4.0,שניה,86.44,"1,710,000",25% ב 7.9 שנים
14.12.2021,הקישון 6,3926-1100-161,דירה בבית קומות,4.0,ראשונה,89.75,"1,947,000",41% ב 8 שנים
13.12.2021,הצופים 6,3939-439-29,דירה בבית קומות,4.0,שמינית,105.01,"2,125,000",
13.12.2021,משמר הירדן 28,3939-342-3,דירה בבית קומות,4.0,ראשונה,89.47,"1,630,000",
13.12.2021,הזהבית 20,5036-67-10,דירה בבית קומות,4.0,שלישית,76.7,"1,900,000",
12.12.2021,פייס 14,3925-547-2,דירה בבית קומות,4.0,ראשונה ושניה,110.0,"2,320,000",
12.12.2021,המורן 3,5036-46-3,דירה בבית קומות,4.0,ראשונה,77.76,"1,775,000",
10.12.2021,אלירז שלמה 9,3930-131-488,דירה בבית קומות,4.0,שש עשרה,110.0,"2,260,000",
10.12.2021,הרב אונטרמן 6,5116-86-12,דירה בבית קומות,4.0,שלישית,95.85,"2,280,000",135% ב 14.5 שנים
09.12.2021,הגלים 8,6823-183-9,דירה בבית קומות,4.0,שלישית,96.55,"2,235,000",25% ב 4.8 שנים
09.12.2021,החלמונית 5,5036-194-31,דירה בבית קומות,4.0,חמישית ושישית,101.0,"1,045,000",
09.12.2021,יהודה לייב 32,3929-716-9,דירה בבית קומות,4.0,שלישית,85.91,"1,735,000",178% ב 17.1 שנים
08.12.2021,,3629-323-88,דירה בבית קומות,4.0,תשיעית,108.0,"2,696,000",
08.12.2021,,3925-740-92,דירה בבית קומות,4.0,קומה ‎8‏,94.7,"1,800,000",-9% ב 6 שנים
08.12.2021,נגבה 28,5389-4-31,דירה בבית קומות,4.0,שמינית,80.0,"1,900,000",24% ב 5.9 שנים
08.12.2021,העוגב 6,5182-10-26,דירה בבית קומות,4.0,קרקע,101.0,"3,050,000",
08.12.2021,העוגב 6,5182-10-26,דירה בבית קומות,4.0,קרקע,101.0,"3,050,000",
08.12.2021,האחים סמילצ'נסקי 13,3926-408-4,דירה בבית קומות,4.0,חמישית,104.0,"3,400,000",
07.12.2021,המרגנית 18,5036-54-31,דירה בבית קומות,4.0,שמינית,76.7,"1,750,000",37% ב 5.9 שנים
07.12.2021,סולד 10,3928-437-2,דירה בבית קומות,4.0,ראשונה,91.5,"2,060,000",181% ב 17 שנים
07.12.2021,קפלנסקי 28,3926-675-6,דירה בבית קומות,4.0,שניה,109.0,"2,200,000",26% ב 4.9 שנים
06.12.2021,גינוסר 31,5387-4-13,דירה בבית קומות,4.0,שניה,90.54,"732,000",-15% ב 18.5 שנים
06.12.2021,אלקלעי 12,3930-73-18,דירה בבית קומות,4.0,שישית,85.14,"1,760,000",108% ב 13.4 שנים
06.12.2021,האורגן 3,5182-8-28,דירה בבית קומות,4.0,ראשונה,92.0,"2,100,000",29% ב 7.7 שנים
06.12.2021,האורגן 1,5182-8-13,דירה בבית קומות,4.0,שלישית,93.3,"2,380,000",31% ב 4.8 שנים
06.12.2021,שפינוזה 20,3928-613-6,דירה בבית קומות,4.0,ראשונה,69.5,"1,595,000",
06.12.2021,הרב גורן 3,5116-27-32,דירה בבית קומות,4.0,שמינית,95.66,"2,490,000",39% ב 6 שנים
06.12.2021,יהודה הלוי 45,3929-1032-55,דירה בבית קומות,4.0,שלישית,110.85,"2,200,000",
06.12.2021,,3629-323-87,דירה בבית קומות,4.0,אחת עשרה,108.0,"2,751,000",
05.12.2021,שינקין 4,3928-640-8,דירה בבית קומות,4.0,שלישית,74.03,"1,620,000",150% ב 23 שנים
05.12.2021,ברנדיס 3,3929-1094-10,דירה בבית קומות,4.0,שלישית,101.63,"1,750,000",141% ב 12.1 שנים
05.12.2021,עין דור 2,6286-316-42,דירה בבית קומות,4.0,שניה,95.0,"2,365,000",
03.12.2021,שפינוזה 15,3928-443-4,דירה בבית קומות,4.0,שניה,81.74,"1,815,000",120% ב 18.8 שנים
03.12.2021,אריאב חיים 10,7281-10-3,דירה בבית קומות,4.0,ראשונה,72.0,"1,720,000",
02.12.2021,ראובן ובת שבע 7,3939-297-1,דירה בבית קומות,4.0,ראשונה,86.0,"1,765,000",78% ב 8.9 שנים
02.12.2021,היקינטון 5,5036-94-39,דירה בבית קומות,4.0,רביעית,95.6,"2,060,000",193% ב 17 שנים
02.12.2021,אבן חן 2,4746-32-101,דירה בבית קומות,4.0,שביעית,99.0,"2,500,000",28% ב 6.8 שנים
01.12.2021,התזמורת 56,5183-35-35,דירה בבית קומות,4.0,שלישית,100.48,"2,420,000",59% ב 11.4 שנים
01.12.2021,שוחט מניה 11,3926-705-21,דירה בבית קומות,4.0,רביעית,82.0,"1,830,000",
01.12.2021,פנינה ומשה 2,3939-306-15,דירה בבית קומות,4.0,רביעית,81.5,"1,300,000",
01.12.2021,גיסין 12,3928-749-9,דירה בבית קומות,4.0,שלישית,85.99,"1,670,000",172% ב 17 שנים
01.12.2021,האורגן 6,5182-4-1,דירת גן,4.0,קרקע,91.6,"2,600,000",115% ב 19.4 שנים
30.11.2021,פופל מרדכי 12,3939-285-25,דירה בבית קומות,4.0,שביעית,97.2,"1,898,000",41% ב 1.8 שנים
30.11.2021,היצהר 3,5038-11-10,דירה בבית קומות,4.0,חמישית,96.0,"2,120,000",
30.11.2021,,3946-491-36,דירה בבית קומות,4.0,שביעית,96.0,"2,720,000",
30.11.2021,השומר 6,3930-390-11,דירה בבית קומות,4.0,שלישית,88.78,"1,800,000",177% ב 21.7 שנים
30.11.2021,הרב נריה 8,5116-25-42,דירה בבית קומות,4.0,ראשונה,101.32,"2,575,000",25% ב 4 שנים
30.11.2021,הרצל 41,3929-10-21,דירה בבית קומות,4.0,חמישית,85.0,"1,640,000",
29.11.2021,עמנואלה בן יעקב 11,4247-604-2,דירה בבית קומות,4.0,קומה ‎0‏,127.55,"2,720,000",29% ב 3.7 שנים
29.11.2021,פופל מרדכי 10,3939-286-16,דירה בבית קומות,4.0,רביעית,104.0,"1,800,000",87% ב 12.2 שנים
29.11.2021,יוחנן הסנדלר 8,3929-937-34,דירה בבית קומות,4.0,תשיעית,76.7,"2,130,000",46% ב 6.8 שנים
29.11.2021,הנחשול 36,5748-2-67,דירה בבית קומות,4.0,חמישית,92.0,"2,800,000",29% ב 3.5 שנים
29.11.2021,שניאור זלמן 9,7282-187-3,דירה בבית קומות,4.0,ראשונה,79.0,"1,800,000",12% ב 2.9 שנים
29.11.2021,דוידזון 6,3939-311-21,דירה בבית קומות,4.0,שישית,104.8,"1,790,000",80% ב 9.6 שנים
28.11.2021,הסמדר 14,5038-3-21,דירה בבית קומות,4.0,חמישית,108.8,"2,385,000",50% ב 8.2 שנים
28.11.2021,בן גוריון 52,3927-363-43,דירה בבית קומות,4.0,אחת עשרה,105.88,"2,620,000",31% ב 5.5 שנים
26.11.2021,"תרמ""ב 30",3928-273-69,דירה בבית קומות,4.0,שניה,100.78,"1,560,000",33% ב 8.8 שנים
26.11.2021,"בית""ר 13",3928-771-30,דירה בבית קומות,4.0,רביעית,85.59,"1,222,000",
26.11.2021,הגדוד העברי 47,3929-392-3,דירה בבית קומות,4.0,ראשונה,67.31,"1,570,000",
26.11.2021,מזרחי משה 5,3930-441-17,דירה בבית קומות,4.0,חמישית,117.0,"2,140,000",
26.11.2021,אלירז שלמה 3,3930-131-486,דירה בבית קומות,4.0,אחת עשרה,109.0,"2,255,000",
25.11.2021,הזהבית 20,5036-67-7,דירה בבית קומות,4.0,שניה,76.7,"1,910,000",37% ב 5.9 שנים
25.11.2021,בית הערבה 18,5387-80-12,דירה בבית קומות,4.0,ראשונה,80.0,"2,040,000",44% ב 6.8 שנים
25.11.2021,דרור 25,3929-40-35,דירה בבית קומות,4.0,שביעית,83.61,"1,820,000",33% ב 6.5 שנים
25.11.2021,רוטשילד 129,3923-293-20,דירה בבית קומות,4.0,חמישית,83.0,"1,675,000",
25.11.2021,הרב גורן 10,5116-89-18,דירה בבית קומות,4.0,חמישית,77.8,"1,700,000",
25.11.2021,אימבר 6,3945-610-15,דירה בבית קומות,4.0,שביעית,102.0,"2,200,000",
24.11.2021,רוטשילד 46,3934-204-21,דירה בבית קומות,4.0,שניה,95.81,"1,440,000",13% ב 8.5 שנים
24.11.2021,הורוביץ 10,3926-365-8,דירה בבית קומות,4.0,שלישית,84.01,"1,940,000",61% ב 10.4 שנים
24.11.2021,בית לחם 5,3930-115-7,דירה בבית קומות,4.0,שלישית,100.0,"1,775,000",4% ב 4.7 שנים
24.11.2021,יהודה 14,3932-65-7,דירה בבית קומות,4.0,שניה,80.91,"1,550,000",
24.11.2021,בן זאב 1,3929-699-20,דירה בבית קומות,4.0,שישית,100.0,"2,140,000",
24.11.2021,מאפו 3,3945-246-7,דירה בבית קומות,4.0,ראשונה,86.0,"2,142,000",
24.11.2021,"רמב""ם 43",3930-313-20,דירה בבית קומות,4.0,שביעית,110.0,"2,370,000",
23.11.2021,קאפח 9,5114-35-126,דירה בבית קומות,4.0,עשירית,98.5,"2,400,000",46% ב 7.7 שנים
23.11.2021,הסמדר 4,5038-2-64,דירה בבית קומות,4.0,שניה,110.3,"2,350,000",137% ב 19.4 שנים
23.11.2021,הסמדר 4,5038-2-64,דירה בבית קומות,4.0,שניה,110.3,"2,350,000",137% ב 19.4 שנים
23.11.2021,התזמורת 26,5182-19-47,דירה בבית קומות,4.0,שישית,82.0,"2,460,000",24% ב 2.6 שנים
23.11.2021,קאפח 9,5114-35-126,דירה בבית קומות,4.0,עשירית,98.5,"2,400,000",46% ב 7.7 שנים
23.11.2021,ההתיישבות 51,6286-325-45,דירה בבית קומות,4.0,שניה,116.9,"2,514,000",89% ב 11.5 שנים
22.11.2021,יהודה הלוי 10,3932-169-5,דירה בבית קומות,4.0,שניה,102.0,"2,260,000",
22.11.2021,השדה 7,3926-993-6,דירה בבית קומות,4.0,שלישית,107.76,"1,600,000",
22.11.2021,ויתקין 8,3929-694-20,דירה בבית קומות,4.0,שביעית,120.0,"2,900,000",
22.11.2021,היקינטון 5,5036-94-4,דירה בבית קומות,4.0,שניה,95.6,"954,000",38% ב 20.9 שנים
22.11.2021,"צ""ג בנות 32",3929-891-33,דירה בבית קומות,4.0,חמישית,91.0,"1,790,000",
21.11.2021,רופין 4,3925-486-5,דירה בבית קומות,4.0,שניה,85.35,"1,475,000",
21.11.2021,האבות 18,3930-433-6,דירה בבית קומות,4.0,שניה,77.45,"1,670,000",29% ב 6.4 שנים
21.11.2021,הפרדס הראשון 7,3945-832-11,דירה בבית קומות,4.0,שלישית,99.63,"2,270,000",54% ב 8.5 שנים
18.11.2021,בשארי סעדיה ויוסף 8,7374-130-43,דירה בבית קומות,4.0,שניה,103.02,"2,700,000",68% ב 9.3 שנים
18.11.2021,דוידזון 6,3939-311-7,דירה בבית קומות,4.0,שניה,104.4,"1,800,000",60% ב 9.7 שנים
18.11.2021,משה בן נחמן 19,4247-578-23,דירה בבית קומות,4.0,ראשונה,88.32,"2,825,000",43% ב 6.4 שנים
18.11.2021,קרן היסוד 6,3928-867-9,דירה בבית קומות,4.0,רביעית,122.5,"2,250,000",
18.11.2021,חיל האויר 5,2717-34-64,דירה בבית קומות,4.0,שש עשרה,96.25,"2,940,000",52% ב 10.9 שנים
18.11.2021,,3925-737-76,דירה בבית קומות,4.0,שניה,129.0,"2,720,000",
18.11.2021,הגדוד העברי 7,3932-39-9,דירה בבית קומות,4.0,שלישית,78.67,"1,650,000",7% ב 2.4 שנים
18.11.2021,שרירא שמואל 7,6286-147-13,דירה בבית קומות,4.0,רביעית,80.24,"1,730,000",33% ב 1.5 שנים
18.11.2021,חיל האויר 5,2717-34-64,דירה בבית קומות,4.0,שש עשרה,96.25,"2,940,000",52% ב 10.9 שנים
18.11.2021,קרן היסוד 6,3928-867-9,דירה בבית קומות,4.0,רביעית,122.5,"2,250,000",
18.11.2021,,3925-737-76,דירה בבית קומות,4.0,שניה,129.0,"2,720,000",
17.11.2021,שפירא צבי הרמן 14,3928-254-7,דירה בבית קומות,4.0,רביעית,76.22,"1,620,000",186% ב 19.4 שנים
17.11.2021,גיבשטיין יהושע 1,6288-100-27,דירה בבית קומות,4.0,שביעית,93.0,"2,000,000",50% ב 8.8 שנים
17.11.2021,שניאור זלמן 5,7282-185-41,דירה בבית קומות,4.0,שלישית,76.35,"1,500,000",
17.11.2021,הירשפלד 2,3926-1365-14,דירה בבית קומות,4.0,ראשונה,72.0,"1,950,000",
17.11.2021,צלליכין 10,3926-483-22,דירה בבית קומות,4.0,קרקע,90.0,"2,330,000",
17.11.2021,התזמורת 50,5183-36-39,דירה בבית קומות,4.0,רביעית,103.5,"2,400,000",
16.11.2021,ירושלים 45,3930-333-42,דירה בבית קומות,4.0,רביעית,71.0,"1,515,000",185% ב 15.2 שנים
16.11.2021,תנועות הנוער 8,3939-433-12,דירה בבית קומות,4.0,שישית,82.15,"2,090,000",161% ב 14.6 שנים
16.11.2021,הגלים 10,6823-181-44,דירה בבית קומות,4.0,שניה,92.31,"2,100,000",7% ב 3.6 שנים
16.11.2021,"הרשב""א 15",5115-25-17,דירה בבית קומות,4.0,רביעית,69.52,"1,955,000",
16.11.2021,אימבר 6,3945-610-16,דירה בבית קומות,4.0,ראשונה,96.0,"2,260,000",
16.11.2021,,3946-329-77,דירה בבית קומות,4.0,שביעית,95.0,"2,519,000",
16.11.2021,מעגל השלום 13,5096-5-60,דירה בבית קומות,4.0,חמישית,89.0,"2,550,000",
15.11.2021,מבצע נחשון 2,5384-48-2,דירה בבית קומות,4.0,ראשונה,88.3,"2,215,000",238% ב 23 שנים
15.11.2021,הצופים 1,3939-429-16,דירה בבית קומות,4.0,שמינית,80.8,"2,125,000",18% ב 5.5 שנים
15.11.2021,ההתיישבות 5,6286-398-38,דירה בבית קומות,4.0,שלישית,94.77,"2,400,000",85% ב 11.2 שנים
15.11.2021,ז'בוטינסקי 11,3926-874-8,דירה בבית קומות,4.0,שלישית,89.0,"1,740,000",
15.11.2021,ז'בוטינסקי 11,3926-874-8,דירה בבית קומות,4.0,שלישית,89.0,"1,740,000",
